collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs-pt,tartaruga-agua-dieta-peso-idade,/pt/tartaruga-agua-dieta-peso-idade,mascotas,high,low,false,true,false,true,false,"suplemento; sintomas","Recomendación personalizada por datos del cuerpo (peso/edad/altura); Señales clínicas: sintomas; Dosis/medicación veterinaria (categoría mascotas)",RESTRINGIR: ymylRisk:high + distribution:restricted + noindex y desactivar cálculo prescriptivo (Fase 5A/B/C)
calcs-en,testosterone-normal-levels-by-age-men,/en/testosterone-normal-levels-by-age-men,salud,high,low,false,true,false,true,false,sintomas,"Recomendación personalizada por datos del cuerpo (peso/edad/altura); Señales clínicas: sintomas",RESTRINGIR: ymylRisk:high + distribution:restricted + noindex y desactivar cálculo prescriptivo (Fase 5A/B/C)
calcs-en,vitamin-b12-dosage-vegan-monthly,/en/vitamin-b12-dosage-vegan-monthly,salud,high,low,true,false,false,true,false,dosis,"Devuelve dosis o pauta de tratamiento en outputs/fórmula; Dosis/medicación: dosis",RESTRINGIR: ymylRisk:high + distribution:restricted + noindex y desactivar cálculo prescriptivo (Fase 5A/B/C)
calcs-en,vitamin-d-dosage-daily-sun-exposure-age,/en/vitamin-d-dosage-daily-sun-exposure-age,salud,high,low,false,false,false,true,false,suplemento,Término de riesgo alto en slug/título/outputs: suplemento,"REVISIÓN HUMANA: concepto de riesgo alto prominente pero sin dosis prescriptiva; evaluar noindex"
calcs-en,vo2-max-cooper-12min-calculator,/en/vo2-max-cooper-12min-calculator,salud,high,low,false,false,false,true,false,ml/kg,Dosis/medicación: ml/kg,"REVISIÓN HUMANA: concepto de riesgo alto prominente pero sin dosis prescriptiva; evaluar noindex"
calcs-en,whey-protein-daily-scoops,/en/whey-protein-daily-scoops,salud,high,low,false,false,false,true,false,suplemento,Término de riesgo alto en slug/título/outputs: suplemento,"REVISIÓN HUMANA: concepto de riesgo alto prominente pero sin dosis prescriptiva; evaluar noindex"
calcs-en,yodo-diario-embarazo,/en/yodo-diario-embarazo,salud,high,low,true,false,false,true,false,"dosis; mg/kg; suplemento","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Término de riesgo alto en slug/título/outputs: suplemento, dosis; Dosis/medicación: dosis, mg/kg",RESTRINGIR: ymylRisk:high + distribution:restricted + noindex y desactivar cálculo prescriptivo (Fase 5A/B/C)
calcs-en,cafeina-dosis-rendimiento,/en/cafeina-dosis-rendimiento,deportes,high,high,true,true,false,false,true,"dosis; mg/kg","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,cafeina-dosis-segura-diaria-peso,/en/cafeina-dosis-segura-diaria-peso,salud,high,high,true,true,false,false,true,"dosis; mg/kg","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-alimentacion-complementaria,/calculadora-alimentacion-complementaria,salud,high,high,false,true,false,false,true,alimentacion complementaria,"Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: alimentacion complementaria; Alimentación de bebés: alimentacion complementaria","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-bcaa-pre-workout-gramos,/calculadora-bcaa-pre-workout-gramos,salud,high,high,true,true,false,false,true,"dosis; mg/kg","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-cafeina-dosis-rendimiento,/calculadora-cafeina-dosis-rendimiento,deportes,high,high,true,true,false,false,true,"dosis; mg/kg; miligramos; suplemento; sintomas","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg, miligramos; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-cafeina-dosis-segura-diaria-peso,/calculadora-cafeina-dosis-segura-diaria-peso,salud,high,high,true,true,false,false,true,"dosis; mg/kg; sintomas","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-creatina-dosis-carga-mantenimiento,/calculadora-creatina-dosis-carga-mantenimiento,deportes,high,high,true,true,false,false,true,"dosis; ml/kg; insulina; suplemento; enfermedad; creatinina","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, ml/kg, insulina; Señales clínicas: enfermedad, creatinina","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-dosis-antiparasitario-perro-gato-peso,/calculadora-dosis-antiparasitario-perro-gato-peso,mascotas,high,high,true,true,false,false,true,"dosis; comprimidos","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: dosis, comprimidos; Dosis/medicación: dosis, comprimidos; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-dosis-antipulgas-peso-mascota,/calculadora-dosis-antipulgas-peso-mascota,mascotas,high,high,true,true,false,false,true,"dosis; comprimidos; antipulgas; medicacion; tratamiento","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: dosis, antipulgas; Dosis/medicación: dosis, comprimidos, antipulgas; Tratamiento/retorno deportivo: tratamiento; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-dosis-medicamento-mascota-por-peso,/calculadora-dosis-medicamento-mascota-por-peso,mascotas,high,high,true,true,false,false,true,"dosis; dosificacion; mg/kg; comprimidos; insulina; paracetamol; ibuprofeno; antibiotico; medicamento; tratamiento; sintomas; enfermedad","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: medicamento, dosis; Dosis/medicación: dosis, dosificacion, mg/kg, comprimidos, insulina, paracetamol, ibuprofeno, antibiotico; Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas, enfermedad; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-formula-leche-bebe-litros-mes-edad-marca,/calculadora-formula-leche-bebe-litros-mes-edad-marca,familia,high,high,false,true,false,false,true,"dosis; ml/kg; alimentacion complementaria","Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, ml/kg; Alimentación de bebés: alimentacion complementaria","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-magnesio-dosis-deficiencia-sintomas,/calculadora-magnesio-dosis-deficiencia-sintomas,salud,high,high,false,false,false,false,true,"dosis; suplemento; magnesio; diagnostico; sintomas","Término de riesgo alto en slug/título/outputs: suplemento, magnesio, dosis; Dosis/medicación: dosis; Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-magnesio-glicinato-vs-citrato-vs-malato-dosis,/calculadora-magnesio-glicinato-vs-citrato-vs-malato-dosis,salud,high,high,true,true,false,false,true,"dosis; mg/kg; comprimidos; antibiotico; medicacion; suplemento; magnesio; tratamiento; sintomas","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: suplemento, magnesio, dosis; Dosis/medicación: dosis, mg/kg, comprimidos, antibiotico; Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-pubalgia-atletica-tiempo-recuperacion-fases,/calculadora-pubalgia-atletica-tiempo-recuperacion-fases,salud,high,high,false,false,false,false,true,"tratamiento; diagnostico; rehabilitacion; retorno a entrenamiento; retorno a competencia; retorno al deporte; lesion","Tratamiento/retorno deportivo: tratamiento, diagnostico, rehabilitacion, retorno a entrenamiento, retorno a competencia, retorno al deporte; Señales clínicas: lesion","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-tiempo-recuperacion-isquiotibial-grado-1-2-3,/calculadora-tiempo-recuperacion-isquiotibial-grado-1-2-3,salud,high,high,false,false,false,false,true,"rehabilitacion; retorno a entrenamiento; retorno a competencia; lesion","Tratamiento/retorno deportivo: rehabilitacion, retorno a entrenamiento, retorno a competencia; Señales clínicas: lesion","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-vitamina-d-dosis-sol-diaria-edad,/calculadora-vitamina-d-dosis-sol-diaria-edad,salud,high,high,true,true,false,false,true,"dosis; medicacion; suplemento; sintomas","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: suplemento, dosis; Dosis/medicación: dosis; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs,calculadora-whey-protein-dosis-diaria-scoop,/calculadora-whey-protein-dosis-diaria-scoop,salud,high,high,false,false,false,false,true,"dosis; suplemento; enfermedad","Término de riesgo alto en slug/título/outputs: suplemento, dosis; Dosis/medicación: dosis; Señales clínicas: enfermedad","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-pt,cobaia-vitamina-c-dosagem-diaria,/pt/cobaia-vitamina-c-dosagem-diaria,mascotas,high,high,true,true,false,false,true,"dosis; mg/kg; comprimidos; suplemento; sintomas; enfermedad","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg, comprimidos; Señales clínicas: sintomas, enfermedad; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,creatine-loading-maintenance,/en/creatine-loading-maintenance,salud,high,high,true,true,false,false,true,dosis,"Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,epinephrine-dosage-weight-anaphylaxis,/en/epinephrine-dosage-weight-anaphylaxis,salud,high,high,true,true,false,false,true,"dosis; mg/kg","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,guinea-pig-vitamin-c-daily-dosage,/en/guinea-pig-vitamin-c-daily-dosage,mascotas,high,high,true,true,false,false,true,"dosis; mg/kg; sintomas; enfermedad","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg; Señales clínicas: sintomas, enfermedad; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,omega-3-daily-dha-epa-dose,/en/omega-3-daily-dha-epa-dose,salud,high,high,true,true,false,false,true,"dosis; suplemento","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: suplemento, dosis; Dosis/medicación: dosis","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,pet-medication-dosage-by-weight,/en/pet-medication-dosage-by-weight,mascotas,high,high,true,true,false,false,true,"dosis; mg/kg; medicamento","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: medicamento, dosis; Dosis/medicación: dosis, mg/kg; Dosis/medicación veterinaria (categoría mascotas)","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,probiotic-daily-cfu-dosage,/en/probiotic-daily-cfu-dosage,salud,high,high,true,true,false,false,true,"dosis; antibiotico; sintomas","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Término de riesgo alto en slug/título/outputs: dosis, antibiotico; Dosis/medicación: dosis, antibiotico; Señales clínicas: sintomas","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,superficie-corporal-du-bois,/en/superficie-corporal-du-bois,salud,high,high,true,true,false,false,true,"dosis; mg/kg","Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis, mg/kg","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,vitamina-b12-vegano,/en/vitamina-b12-vegano,salud,high,high,true,true,false,false,true,dosis,"Devuelve dosis o pauta de tratamiento en outputs/fórmula; Recomendación personalizada por datos del cuerpo (peso/edad/altura); Dosis/medicación: dosis","OK — ya está noindex/restringida; verificar que el cálculo prescriptivo esté desactivado"
calcs-en,abdominal-circumference-cardiovascular-risk,/en/abdominal-circumference-cardiovascular-risk,salud,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,aposentadoria-inss-especial-insalubridade,/pt/aposentadoria-inss-especial-insalubridade,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt,aposentadoria-inss-professor-redutor-5-anos,/pt/aposentadoria-inss-professor-redutor-5-anos,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
