prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
2,WINNABLE,cocina,barrel-aging-whiskey-calculator,whiskey barrel aging time calculator,Saber cuánto tiempo añejar whiskey/ron según el tamaño del barril,small barrel aging chart whiskey | how long to age whiskey by barrel size,Nicho hobbyist (home barrel aging) ultra-específico. 'whiskey barrel' es navegacional/producto (mismatch); el ganable es el tiempo de añejamiento por tamaño de barril. Gap real.
2,WINNABLE,cocina,bread-rising-time-yeast-calculator,bread proofing time calculator by temperature,Cuánto tarda en leudar la masa según temperatura y tipo de levadura,how long to let dough rise calculator | yeast rising time by temperature chart,"Nicho panadería específico, intent claro (tiempo de leudado por temperatura/levadura). SERP de blogs de recetas, sin agregadores DR80. Gap."
2,WINNABLE,cocina,cantidad-hamburguesas-parrilla-cumpleanos,how many burgers per person calculator,Cuántas hamburguesas comprar por persona para una fiesta o asado,how many hamburgers for a party | burgers per person for a bbq,"Party-portion planner específico. SERP de blogs de comida/fiestas de DR media, sin agregadores. Demanda estacional real. Ganable."
2,WINNABLE,cocina,complete-vegan-protein-combinations,complete vegan protein combinations calculator,Verificar si una combinación de plantas cubre los 9 aminoácidos esenciales,complementary plant protein pairs | amino acid completeness plant food checker,"Nicho nutrición vegana específico con ángulo PDCAAS/aminoácidos. SERP de blogs de salud/veganismo, no agregadores YMYL pesados como el genérico protein calculator. Gap."
2,WINNABLE,cocina,egg-size-gram-equivalents,egg size to grams chart large medium,"Cuántos gramos pesa un huevo según su tamaño (clara, yema, comestible)",how many grams is a large egg | egg white yolk weight grams,"'ostrich egg size' es keyword nonsense total (mismatch). El real 'egg size to grams' (peso clara/yema por tamaño USDA) es específico de repostería con gap. SERP de blogs, sin agregadores."
2,WINNABLE,cocina,empanadas-per-guest,how many empanadas per person calculator,"Cuántas empanadas pedir por invitado según el rol (snack, comida)",empanadas per guest for a party | how many empanadas to order per person,Party-portion planner de nicho (empanadas) casi sin competencia dedicada en inglés. Intent claro. Gap muy limpio para dominio nuevo.
2,WINNABLE,cocina,ground-coffee-per-cup-brewing-method,how much ground coffee per cup calculator,Cuántos gramos de café molido por taza según el método,grams of coffee per cup by brew method | coffee scoops per cup calculator,'coarse ground coffee' es informacional/producto (mismatch). El ganable 'ground coffee per cup by method' es más long-tail que el head coffee-ratio y con SERP menos saturada de omnicalc. Gap modesto.
2,WINNABLE,cocina,homemade-chocolate-bonbons-calculator,chocolate bonbon couverture calculator grams,Cuántos gramos de chocolate couverture para hacer bombones caseros,how much chocolate for bonbons calculator | couverture chocolate quantity for pralines,"'homemade chocolate chip cookies' es nonsense total (mismatch de volumen 1829). El real (couverture para bombones) es nicho chocolatería casero, casi sin herramientas dedicadas. Gap limpio."
2,WINNABLE,cocina,ice-party-calculator,how much ice for a party calculator,"Cuánto hielo se necesita para una fiesta según invitados, horas y temperatura",ice per person for a party | pounds of ice needed calculator,"Party-portion planner específico, intent claro y estacional. SERP de blogs de entretenimiento, sin agregadores DR80. Ganable."
2,WINNABLE,cocina,oven-temperature-gas-electric-conversion,gas mark to celsius converter chart,Convertir gas mark del horno a Celsius y Fahrenheit,gas mark 4 in celsius | gas mark to fahrenheit conversion table,"'electric oven' es un keyword de producto/navegacional (mismatch). El real 'gas mark to celsius' es una conversión específica (muy UK) con SERP de blogs de cocina, no agregadores. Gap y query concreta. Ganable."
2,WINNABLE,cocina,party-drinks-beer-wine-soda,how many drinks for a party calculator,"Cuántas bebidas (cerveza, vino, gaseosa) comprar para una fiesta",party drink calculator beer wine soda | how much alcohol for a party per person,"Party-portion planner específico (cantidad de bebidas). SERP de blogs de entretenimiento/eventos de DR media, sin agregadores. Demanda estacional real. Ganable."
2,WINNABLE,cocina,sushi-per-person-calculator,how much sushi per person calculator,Cuántas piezas o rolls de sushi por persona para una fiesta,sushi rolls per person for a party | how many pieces of sushi per person,"Party-portion planner de nicho con intent claro. SERP de blogs de comida, sin agregadores. Demanda para catering/fiestas. Ganable."
2,WINNABLE,cocina,vegetable-cooking-times-steamed-boiled,how long to steam or boil vegetables chart,Cuánto tiempo cocinar cada verdura al vapor o hervida,how long to boil potatoes broccoli carrots | vegetable cooking times steam vs boil,"Intent muy específico (tabla de tiempos por verdura), no lo cubren agregadores de calculadoras; competencia es blogs de cocina rankeables con tabla + datos exactos."
2,WINNABLE,cocina,water-mineralization-coffee,coffee brewing water mineralization calculator sca,Ajustar dureza/mineralización del agua para café de especialidad,specialty coffee water hardness tds ppm | water recipe for coffee sca standard,"Nicho técnico de barismo, comunidad chica pero sin agregadores genéricos; SERP de foros/tostadores, ganable con calculadora + estándar SCA."
2,WINNABLE,construccion,aluminum-profile-linear-meters-window,aluminum window profile linear meters calculator,Cuántos metros lineales de perfil de aluminio para una ventana,how many meters of aluminum profile for a window | aluminum window frame material calculator,"Long-tail de fabricación muy específica, cero agregadores; demanda modesta pero limpia."
2,WINNABLE,construccion,baseboard-linear-meters,baseboard linear feet calculator by room size,Cuántos metros/pies lineales de zócalo por habitación,how much baseboard do i need calculator | baseboard trim quantity calculator room,"Intent de compra específico ('how much baseboard'), SERP de nicho DIY, ganable. Nota: mercado US usa 'linear feet'."
2,WINNABLE,construccion,boiler-kw-m2-heating,boiler size calculator kw per square meter,Cuántos kW de caldera necesito según los m² a calentar,what size boiler do i need for my house kw | boiler kw sizing chart by area,"'what size boiler do I need' es long-tail con SERP de instaladores/marcas UK, no de calculator.net; ganable con fórmula + tabla."
2,WINNABLE,construccion,ceramic-tiles-m2-boxes,how many boxes of tile do i need calculator,Cuántas cajas de cerámica por área con desperdicio,tile boxes calculator by area and coverage | how many boxes of ceramic tile per m2,El long-tail 'how many boxes of tile' es más específico y menos saturado que 'tile calculator' genérico; ganable con tabla.
2,WINNABLE,construccion,continuous-footing-m3-concrete,strip footing concrete volume calculator m3,m³ de hormigón y bolsas de cemento para zapata corrida,continuous footing concrete and cement bags calculator | how much concrete for a strip footing,"Long-tail de obra específica ('strip/continuous footing'), SERP de nicho constructivo; ganable, sin agregadores dominando."
2,WINNABLE,construccion,deck-boards-patio,how many deck boards do i need calculator,Cuántas tablas de deck necesito para un patio/deck,deck board calculator by deck size and gap | number of deck boards for a patio,"Query de compra específica; SERP con sitios DIY y marcas de decking, no big-4 genérico. Vol real, ganable."
2,WINNABLE,construccion,door-hinge-screw-calculator,how many hinges does a door need by weight,Cuántas bisagras y tornillos necesita una puerta según peso/altura,door hinge count calculator by height and weight | how many screws per door hinge,"Intent muy nicho y específico, sin agregadores; buen info-gain (tabla por peso). Ganable."
2,WINNABLE,construccion,electrical-cable-gauge-amperage-distance,wire gauge calculator by amperage and distance,"Calibre de cable según amperaje, distancia y caída de tensión",what wire size do i need for amps and length | cable size calculator voltage drop mm2,"Long-tail eléctrico específico (voltage drop 3%); SERP técnica/foros, no agregadores genéricos. Ganable."
2,WINNABLE,construccion,furniture-paint-varnish-coverage,how much paint do i need for furniture calculator,Cuántas latas de pintura/barniz para un mueble,paint coverage calculator for furniture cans | how many cans of paint or varnish for a table,"Nicho específico ('for furniture') que evita el head 'paint calculator'; SERP de DIY/tiendas de pintura, ganable."
2,WINNABLE,construccion,melamine-board-cutting-calculator,melamine board cut optimizer pieces per sheet,Cuántas piezas salen por placa de melamina y rendimiento,how many pieces fit per melamine sheet calculator | cut list optimizer melamine board yield,"Nicho de carpintería (cut optimizer), SERP de herramientas especializadas, no genéricas; ganable con kerf/yield."
2,WINNABLE,construccion,perimeter-enclosure-brick-cost,how many bricks for a perimeter wall calculator,"Ladrillos, mortero y cimiento para un muro perimetral",brick boundary wall calculator bricks mortar footing | perimeter wall bricks and mortar calculator,"Long-tail específico (perimeter/boundary wall) con info-gain (mortero+cimiento); SERP de nicho DIY, ganable."
2,WINNABLE,construccion,stair-calculator-blondel-rule,stair riser and tread calculator blondel rule,Altura de contrahuella y huella con la regla de Blondel,step height and depth calculator 2r+t | staircase dimensions calculator by total rise,"El término 'stair calculator' es semi-competido, pero 'Blondel rule / riser and tread' es específico y de nicho arquitectónico; ganable."
2,WINNABLE,construccion,water-tank-capacity-by-people,water tank size calculator by number of people,Size a home water storage tank based on household size and backup days,how many liters water tank for a family of 4 | water storage tank size for household,Very specific multi-word intent; 'hot water tank' (current k) is a total mismatch. SERP for the sizing-by-people angle is not owned by calculator.net; modest but real demand.
2,WINNABLE,deportes,10k-projection-from-5k-riegel,predict 10k time from 5k,Estimate 10K race time from a known 5K result using Riegel,10k time predictor from 5k | riegel 10k pace predictor,"Race-prediction long-tail with clear intent; not a head term, and aggregators don't dominate the 5k-to-10k prediction angle. Currently has no keyword mapped."
