URL,Slug,Titulo,H1,Categoria,Template,Keyword aparente,Intencion,Canonical,Indexable,En sitemap,Enlaces internos,Familia tematica,Posible duplicado,Accion recomendada,Prioridad
/calculadora-costo-gaming-por-hora,calculadora-costo-gaming-por-hora,Costo por hora de gaming: calculadora + tabla comparativa | Hacé Cuentas,¿Cuánto cuesta el gaming por hora? Calculadora y comparativa,entretenimiento,CalcLayoutV2 ([...slug].astro),costo por hora gaming,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-costo-suscripciones-mensual,calculadora-costo-suscripciones-mensual,Cuánto Gasto en Suscripciones por Mes 2026 | Hacé Cuentas,¿Cuánto Gastás en Suscripciones por Mes?,entretenimiento,CalcLayoutV2 ([...slug].astro),costo suscripciones mensual,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-cpm-cpc-conversion-ads,calculadora-cpm-cpc-conversion-ads,"CPM, CPC y CPA: Calculadora de Métricas de Ads 2026 | Hacé Cuentas","CPM, CPC y CPA: Calculadora de Métricas de Ads",entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora cpm cpc,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-crecimiento-seguidores-proyeccion,calculadora-crecimiento-seguidores-proyeccion,Crecimiento de Cuenta: proyectá tus seguidores — Calculadora,Calculadora de proyección de crecimiento de seguidores,entretenimiento,CalcLayoutV2 ([...slug].astro),proyeccion seguidores,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-cuerda-guitarra-tension,calculadora-cuerda-guitarra-tension,Tensión de cuerdas de guitarra: calculadora + tabla por calibre | Hacé Cuentas,Calculadora de tensión de cuerdas de guitarra (libras y kg),entretenimiento,CalcLayoutV2 ([...slug].astro),tension cuerdas guitarra,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-decibelios-distancia-sonido,calculadora-decibelios-distancia-sonido,Calculadora de Decibelios a Distancia 2026 | Hacé Cuentas,Calculadora de Decibelios a Distancia,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora decibelios distancia,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-delay-tiempo-ms-bpm,calculadora-delay-tiempo-ms-bpm,Delay en MS por BPM 2026 | Hacé Cuentas,Delay en MS por BPM,entretenimiento,CalcLayoutV2 ([...slug].astro),delay ms bpm,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-descanso-post-maraton-regla-1-dia-km,calculadora-descanso-post-maraton-regla-1-dia-km,Días de descanso post maratón: calculadora + tabla | Hacé Cuentas,Calculadora de descanso post maratón (regla 1 día / 2 km),deportes,CalcLayoutV2 ([...slug].astro),días de descanso post maratón,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-descanso-entre-series-gimnasio,calculadora-descanso-entre-series-gimnasio,Tiempo de Descanso entre Series 2026 | Hacé Cuentas,Tiempo de Descanso entre Series en el Gimnasio,deportes,CalcLayoutV2 ([...slug].astro),calculadora descanso entre series,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-distancia-focal-equivalente,calculadora-distancia-focal-equivalente,Distancia Focal Equivalente (Crop Factor) | Hacé Cuentas,Calculadora de Distancia Focal Equivalente (Crop Factor),entretenimiento,CalcLayoutV2 ([...slug].astro),distancia focal equivalente,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-energia-pc-gaming-costo-mes,calculadora-energia-pc-gaming-costo-mes,Calculadora de Consumo Eléctrico PC Gaming 2026,Calculadora de Consumo Eléctrico PC Gaming,entretenimiento,CalcLayoutV2 ([...slug].astro),consumo electrico pc gaming,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-exposicion-triangulo,calculadora-exposicion-triangulo,Triángulo de Exposición Fotográfica 2026 | Hacé Cuentas,Triángulo de Exposición Fotográfica,entretenimiento,CalcLayoutV2 ([...slug].astro),triangulo exposicion,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-filtro-nd-pasos-exposicion,calculadora-filtro-nd-pasos-exposicion,Calculadora de Filtro ND y Pasos de Exposición 2026,Calculadora de Filtro ND y Pasos de Exposición,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora filtro nd,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-flash-numero-guia-distancia,calculadora-flash-numero-guia-distancia,Calculadora de Número Guía de Flash 2026 | Hacé Cuentas,Calculadora de Número Guía de Flash,entretenimiento,CalcLayoutV2 ([...slug].astro),numero guia flash,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-gaming-fps-componentes-pc-armar-presupuesto,calculadora-gaming-fps-componentes-pc-armar-presupuesto,Calculadora PC gamer precio 2026 — Gratis | Hacé Cuentas,PC gamer precio,tecnologia,CalcLayoutV2 ([...slug].astro),calculadora pc gamer precio 2026,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-hidratacion-corredor-maraton-carrera,calculadora-hidratacion-corredor-maraton-carrera,Cuánta agua tomar corriendo: calculadora + tabla | Hacé Cuentas,Calculadora de hidratación para corredores: agua y sodio por carrera,deportes,CalcLayoutV2 ([...slug].astro),cuánta agua tomar corriendo,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-impedancia-circuito-rlc,calculadora-impedancia-circuito-rlc,Impedancia circuito RLC serie: calculadora + tabla | Hacé Cuentas,"Calculadora de impedancia RLC serie — Z, ángulo de fase y resonancia",electronica,CalcLayoutV2 ([...slug].astro),impedancia circuito rlc,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-impresion-dpi-calidad,calculadora-impresion-dpi-calidad,DPI para Impresión: ¿Cuántos Necesito? | Hacé Cuentas,¿Cuántos DPI Necesito para Imprimir?,entretenimiento,CalcLayoutV2 ([...slug].astro),dpi impresion calidad,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-influencer-tarifa-estimada,calculadora-influencer-tarifa-estimada,Calculadora de Tarifa Estimada de Influencer 2026,Calculadora de Tarifa Estimada de Influencer,entretenimiento,CalcLayoutV2 ([...slug].astro),tarifa influencer,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-leer-rapido-palabras-por-minuto-tiempo-libro,calculadora-leer-rapido-palabras-por-minuto-tiempo-libro,Cuánto tardo en leer un libro según mi velocidad lectora (WPM) 2026 | Hacé Cuentas,¿Cuánto tardo en leer un libro según mi velocidad de lectura (WPM)?,educacion,CalcLayoutV2 ([...slug].astro),palabras por minuto lectura,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-megapixeles-impresion-tamano,calculadora-megapixeles-impresion-tamano,Megapíxeles → Tamaño de Impresión: calculadora + tabla | Hacé Cuentas,Calculadora de Megapíxeles a Tamaño de Impresión,entretenimiento,CalcLayoutV2 ([...slug].astro),megapixeles impresion tamaño,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-mejor-hora-publicar,calculadora-mejor-hora-publicar,Mejor hora para publicar en redes sociales: calculadora + tabla | Hacé Cuentas,Calculadora: mejor hora para publicar en redes sociales,entretenimiento,CalcLayoutV2 ([...slug].astro),mejor hora publicar instagram,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-memoria-fotos-capacidad,calculadora-memoria-fotos-capacidad,Calculadora de Fotos que Entran en Tarjeta SD 2026,Calculadora de Fotos que Entran en Tarjeta SD,entretenimiento,CalcLayoutV2 ([...slug].astro),cuantas fotos tarjeta sd,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-peliculas-sin-subtitulos-horas-idioma,calculadora-peliculas-sin-subtitulos-horas-idioma,Ver sin subtítulos: calculadora de horas según nivel + tabla | Hacé Cuentas,¿Cuántas horas hasta ver películas sin subtítulos?,idiomas,CalcLayoutV2 ([...slug].astro),cuántas horas para ver sin subtítulos,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-ping-latencia-distancia,calculadora-ping-latencia-distancia,Ping y Latencia según Distancia al Servidor | Hacé Cuentas,Calculadora de Ping y Latencia según Distancia al Servidor,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora ping latencia,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-plan-entrenamiento-21k-semi-maraton-semanas,calculadora-plan-entrenamiento-21k-semi-maraton-semanas,Plan entrenamiento 21K: ¿cuántas semanas? + tabla por nivel | Hacé Cuentas,Plan de entrenamiento para el 21K — ¿cuántas semanas necesitás según tu nivel?,deportes,CalcLayoutV2 ([...slug].astro),plan entrenamiento 21k,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,maraton-plan,"Posible dup cluster ""maraton-plan"" — evaluar canonical o mejor enlazado",Alta
/calculadora-plan-entrenamiento-maraton-42k-semanas,calculadora-plan-entrenamiento-maraton-42k-semanas,Calculadora Plan entrenamiento MARATON 42K 2026,Plan entrenamiento MARATON 42K,deportes,CalcLayoutV2 ([...slug].astro),plan entrenamiento maraton 42k,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,maraton-plan,"Posible dup cluster ""maraton-plan"" — evaluar canonical o mejor enlazado",Alta
/calculadora-price-to-book-ratio-valor-libros,calculadora-price-to-book-ratio-valor-libros,Price-to-Book Ratio (P/B) 2026 — Gratis | Hacé Cuentas,Price-to-Book Ratio (P/B),finanzas,CalcLayoutV2 ([...slug].astro),price to book ratio,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-probabilidad-drop-loot,calculadora-probabilidad-drop-loot,Calculadora de Probabilidad de Drop y Loot 2026,Calculadora de Probabilidad de Drop y Loot,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora drop rate,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-probabilidad-loteria-premio,calculadora-probabilidad-loteria-premio,"Probabilidad Lotería 2026: Quini, Loto, Powerball","Calculadora de probabilidad de ganar la lotería (Quini 6, Loto, EuroMillones)",entretenimiento,CalcLayoutV2 ([...slug].astro),probabilidad loteria,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-rankeo-elo-puntos,calculadora-rankeo-elo-puntos,Calculadora de Puntos ELO después de Partida 2026,Calculadora de Puntos ELO después de Partida,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora elo,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-resistencia-led-serie-paralelo,calculadora-resistencia-led-serie-paralelo,Calculadora Resistencia LED 2026 — Limitadora | Hacé Cuentas,Calculadora de resistencia limitadora para LED,electronica,CalcLayoutV2 ([...slug].astro),resistencia para led,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-resistencia-paralelo-serie,calculadora-resistencia-paralelo-serie,Calculadora de resistencias en serie y paralelo 2026,Calculadora de resistencias en serie y paralelo,electronica,CalcLayoutV2 ([...slug].astro),resistencias en paralelo calculadora,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-resolucion-pantalla-ppi,calculadora-resolucion-pantalla-ppi,PPI de Pantalla: Calculá la Densidad de Píxeles | Hacé Cuentas,PPI de Pantalla: Calculá la Densidad de Píxeles,entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora ppi,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-roi-publicidad-redes,calculadora-roi-publicidad-redes,ROI de Publicidad en Redes Sociales 2026 | Hacé Cuentas,ROI de Publicidad en Redes Sociales,entretenimiento,CalcLayoutV2 ([...slug].astro),roi publicidad redes,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-sensibilidad-mouse-dpi-juego,calculadora-sensibilidad-mouse-dpi-juego,Calculadora de Sensibilidad de Mouse y DPI entre,Calculadora de Sensibilidad de Mouse y DPI entre Juegos,entretenimiento,CalcLayoutV2 ([...slug].astro),sensibilidad mouse,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-stream-bitrate-calidad,calculadora-stream-bitrate-calidad,Calculadora de Bitrate Ideal para Streaming 2026,Calculadora de Bitrate Ideal para Streaming,entretenimiento,CalcLayoutV2 ([...slug].astro),bitrate streaming twitch,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tiempo-en-redes-sociales,calculadora-tiempo-en-redes-sociales,¿Cuánto tiempo pasás en redes sociales? Calculá tus horas 2026 | Hacé Cuentas,¿Cuánto tiempo pasás en redes sociales? Calculá tus horas al día y al año,entretenimiento,CalcLayoutV2 ([...slug].astro),tiempo en redes sociales,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tiempo-lectura-paginas-estudio,calculadora-tiempo-lectura-paginas-estudio,¿Cuánto tardo en leer? Calculadora por páginas + tabla | Hacé Cuentas,Calculadora de tiempo de lectura por páginas (con tabla de referencia),educacion,CalcLayoutV2 ([...slug].astro),cuanto tardo en leer,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-tiempo-maraton-predictor,calculadora-tiempo-maraton-predictor,Calculadora de tiempo en maratón y media maratón 2026,Calculadora de tiempo en maratón y media maratón,deportes,CalcLayoutV2 ([...slug].astro),calculadora tiempo maraton,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,maraton-plan,"Posible dup cluster ""maraton-plan"" — evaluar canonical o mejor enlazado",Alta
/calculadora-time-lapse-duracion-fotos,calculadora-time-lapse-duracion-fotos,Time-Lapse: cuántas fotos necesitás y espacio en SD | Hacé Cuentas,"Time-Lapse: calculá fotos, duración e intervalo de disparo",entretenimiento,CalcLayoutV2 ([...slug].astro),calculadora time lapse,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-transposicion-acordes,calculadora-transposicion-acordes,Transponer Acordes: calculadora + tabla de semitonos | Hacé Cuentas,Calculadora para Transponer Acordes,entretenimiento,CalcLayoutV2 ([...slug].astro),transponer acordes,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-volumen-semanal-hipertrofia-musculo-series,calculadora-volumen-semanal-hipertrofia-musculo-series,Calculadora Volumen semanal hipertrofia 2026 | Hacé Cuentas,Volumen semanal hipertrofia,salud,CalcLayoutV2 ([...slug].astro),calculadora volumen semanal hipertrofia 2026,Ocio en casa (tiempo/cantidad),(self),Sí,Sí,0,entretenimiento,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
